symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
2867.TW,三商壽,金融保險業,chip_watch,False,True,True,momentum-fallback,0.07667587708249947,96.00552624949968,50.0,62.0,50.0,75.30221049979988,8.649999618530273,9.313245926044369,無即時資料,研究重點,風險穩定,41.1,,10.0,,,2026-06-16,TWSE T86 official,official-only,
4551.TW,智伸科,汽車工業,chip_watch,False,True,True,momentum-fallback,0.5631515151515152,100.0,50.0,53.0,50.0,75.1,201.5,314.97503030303034,無即時資料,研究重點,風險穩定,40.0,,10.0,,,2026-06-16,TWSE T86 official,official-only,
7610.TW,聯友金屬-創,綠能環保,chip_watch,False,True,True,momentum-fallback,5.879762828145995,100.0,50.0,53.0,50.0,75.1,2105.0,14481.900753247319,無即時資料,研究重點,風險穩定,40.0,,10.0,,,2026-06-16,TWSE T86 official,official-only,
2892.TW,第一金,金融保險業,chip_watch,False,True,True,momentum-fallback,0.07590652003783936,95.54391202270361,50.0,50.0,50.0,72.71756480908144,31.0,33.353102121173016,無即時資料,研究重點,風險穩定,44.1,,7.0,,,2026-06-16,TWSE T86 official,official-only,
1307.TW,三芳,塑膠工業,chip_watch,False,True,True,momentum-fallback,0.08451298043583133,100.0,50.0,40.0,50.0,72.5,36.900001525878906,40.01853063291766,無即時資料,研究重點,風險穩定,40.1,,10.0,,,2026-06-16,TWSE T86 official,official-only,
5288.TW,豐祥-KY,電機機械,chip_watch,False,True,True,momentum-fallback,0.1863024679865119,100.0,50.0,40.0,50.0,72.5,191.5,227.17692261941704,無即時資料,研究重點,風險穩定,40.0,,10.0,,,2026-06-16,TWSE T86 official,official-only,
2897.TW,王道銀行,金融保險業,chip_watch,False,True,True,momentum-fallback,0.06160814547544091,86.96488728526455,50.0,54.0,50.0,70.08595491410583,10.550000190734863,11.199966137251586,無即時資料,研究重點,風險穩定,40.9,,10.0,,,2026-06-16,TWSE T86 official,official-only,
4306.TW,炎洲,塑膠工業,chip_watch,False,True,True,momentum-fallback,0.06601647787135892,89.60988672281536,50.0,40.0,50.0,68.34395468912615,15.899999618530273,16.949661591501595,無即時資料,等待確認,風險穩定,40.2,,10.0,,,2026-06-16,TWSE T86 official,official-only,
3045.TW,台灣大,通信網路業,chip_watch,False,True,True,momentum-fallback,0.047754237288135576,78.65254237288134,50.0,48.0,50.0,65.56101694915253,118.5,124.15887711864407,無即時資料,等待確認,風險穩定,40.8,,10.0,,,2026-06-16,TWSE T86 official,official-only,
1313.TW,聯成,塑膠工業,chip_watch,False,True,True,momentum-fallback,0.04065179047142865,74.39107428285719,50.0,48.0,50.0,63.85642971314288,11.350000381469727,11.81139821882787,無即時資料,等待確認,風險穩定,40.1,,8.0,,,2026-06-16,TWSE T86 official,official-only,
1722.TW,台肥,化學工業,chip_watch,False,True,True,momentum-fallback,0.04065643366282442,74.39386019769465,50.0,40.0,50.0,62.25754407907786,49.150001525878906,51.14826530244352,無即時資料,等待確認,風險穩定,40.1,,10.0,,,2026-06-16,TWSE T86 official,official-only,
4590.TW,富田-創,電機機械,chip_watch,False,True,True,momentum-fallback,0.005046301989051413,53.02778119343085,50.0,62.0,50.0,50.62472245145198,77.69999694824219,78.0920945973914,無即時資料,觀察,風險穩定,40.0,,10.0,,,2026-06-16,TWSE T86 official,official-only,
2887.TW,台新新光金,金融保險業,legacy_watch,True,False,False,momentum-fallback,0.3309978838045933,100.0,50.0,62.0,50.0,76.9,32.79999923706055,43.656729573319865,無即時資料,研究重點,風險穩定,0.0,0.0,3.0,0.0,,2026-06-16,TWSE T86 official,degraded,
